name,year,domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,legs,production_budget,theater_counts,mpaa_rating,running_time,genre,production_method,creative_type,production_companies,synopsis,link
Annie,2014,85911262,53918363,139829625,15861939,5.21,65000000,5,PG,118,Musical,Live Action,Contemporary Fiction,Overbrook Entertainment,"Annie, is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks  - advised by his brilliant VP, Grace and his shrewd and scheming campaign advisor, Guy - makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around. ",https://www.the-numbers.com/movie/Annie-(2014)#tab=summary
Alvin and the Chipmunks: The Road Chip,2015,85886987,163630969,249517956,14287159,6.01,90000000,5.4,PG,86,Adventure,Animation/Live Action,Kids Fiction,Fox 2000 Pictures,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City...and dump them. They have three days to get to him and stop the proposal, saving themselves not only from losing Dave but possibly from gaining a terrible stepbrother. ",https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-The-Road-Chip#tab=summary
Spy Kids 2: The Island of Lost Dreams,2002,85846296,33875000,119721296,16711716,5.14,38000000,8.4,PG,,Adventure,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Spy-Kids-2-The-Island-of-Lost-Dreams#tab=summary
Fury,2014,85817906,124497775,210315681,23702421,3.62,80000000,6.1,R,134,Drama,Live Action,Historical Fiction,QED International,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",https://www.the-numbers.com/movie/Fury-(2014)#tab=summary
Pokemon: The First Movie,1999,85744662,77900000,163644662,31036678,2.76,30000000,7.1,G,96,Adventure,Hand Animation,Kids Fiction,,,https://www.the-numbers.com/movie/Pokemon-The-First-Movie#tab=summary
Alita: Battle Angel,2019,85710210,317261058,402971268,28525613,3,170000000,4.6,PG-13,122,Action,Animation/Live Action,Science Fiction,20th Century Fox,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past. As Alita learns to navigate her new life and the treacherous streets of Iron City, Ido tries to shield her from her mysterious history while her street-smart new friend Hugo offers instead to help trigger her memories. But it is only when the deadly and corrupt forces that run the city come after Alita that she discovers a clue to her past—she has unique fighting abilities that those in power will stop at nothing to control. If she can stay out of their grasp, she could be the key to saving her friends, her family and the world she's grown to love.",https://www.the-numbers.com/movie/Alita-Battle-Angel-(2019)#tab=summary
Real Steel,2011,85463309,178417032,263880341,27319677,3.13,110000000,5.9,PG-13,126,Action,Live Action,Science Fiction,DreamWorks Pictures,"Charlie Kenton is a washed-up fighter who lost his chance at a title when 2000-pound, 8-foot-tall steel robots took over the ring. Now nothing but a small-time promoter, Charlie earns just enough money piecing together low-end bots from scrap metal to get from one underground boxing venue to the next. When Charlie hits rock bottom, he reluctantly teams up with his estranged son Max to build and train a championship contender. As the stakes in the brutal, no-holds-barred arena are raised, Charlie and Max, against all odds, get one last shot at a comeback. ",https://www.the-numbers.com/movie/Real-Steel#tab=summary
SpongeBob SquarePants: The Movie,2004,85416609,56634646,142051255,32018216,2.67,30000000,6.3,PG,88,Adventure,Hand Animation,Kids Fiction,Nickelodeon Films,,https://www.the-numbers.com/movie/SpongeBob-SquarePants-The-Movie#tab=summary
The Ten Commandments,1956,85400591,33925,85434516,,,13500000,,G,220,Drama,Live Action,Dramatization,,,https://www.the-numbers.com/movie/Ten-Commandments-The-(1956)#tab=summary
Power Rangers,2017,85364450,57167102,142531552,40300288,2.12,120000000,4.3,PG-13,124,Action,Animation/Live Action,Kids Fiction,Lionsgate,A group of ordinary high school kids find themselves infused with extraterrestrial powers and must harness those powers as a team to save the world.,https://www.the-numbers.com/movie/Power-Rangers-(2017)#tab=summary
Brother Bear,2003,85336277,165061521,250397798,291940,4.4,,6.9,G,,Adventure,Hand Animation,Kids Fiction,Walt Disney Animation Studios,,https://www.the-numbers.com/movie/Brother-Bear#tab=summary
Stripes,1981,85300000,,,6152166,13.66,10000000,12.4,R,,Comedy,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Stripes#tab=summary
Rocky 2,1979,85182160,115000000,200182160,6390537,13.33,,1,PG,,Action,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Rocky-2#tab=summary
Aliens,1986,85160248,98156207,183316455,10052042,8.47,17000000,9.5,R,,Action,Live Action,Science Fiction,,,https://www.the-numbers.com/movie/Aliens#tab=summary
Open Season,2006,85105259,106826899,191932158,23624548,3.6,85000000,5.8,PG,86,Adventure,Digital Animation,Kids Fiction,Columbia Pictures,,https://www.the-numbers.com/movie/Open-Season-(2006)#tab=summary
Green Book,2018,85080171,234463261,319543432,320429,15.46,23000000,9.8,PG-13,130,Comedy,Live Action,Dramatization,Participant Media,"When Tony Lip, an Italian-American bouncer with a seventh-grade education, is hired to drive Dr. Don Shirley, a world-class African-American pianist on a concert tour from Manhattan to the Deep South, they must rely on the 'Negro Motorist Green Book' to guide them to the few establishments that were then safe for Blacks.  Confronted with racism, danger—as well as unexpected humanity and humor—they are forced to set aside differences to survive and thrive on the journey of a lifetime.",https://www.the-numbers.com/movie/Green-Book-(2018)#tab=summary
The Expendables 2,2012,85028192,226951064,311979256,28591370,2.97,100000000,5.9,R,103,Action,Live Action,Contemporary Fiction,Lionsgate,"The Expendables are back and this time it's personal...Barney Ross, Lee Christmas, Yin Yang, Gunnar Jensen, Toll Road and Hale Caesar -- with newest members Billy the and Maggie aboard -- are reunited when Mr. Church enlists the Expendables to take on a seemingly simple job.  The task looks like an easy paycheck for Barney and his band of old-school mercenaries.   But when things go wrong and one of their own is viciously killed, the Expendables are compelled to seek revenge in hostile territory where the odds are stacked against them.  Hell-bent on payback, the crew cuts a swath of destruction through opposing forces, wreaking havoc and shutting down an unexpected threat in the nick of time - six pounds of weapons-grade plutonium; enough to change the balance of power in the world.  But that's nothing compared to the justice they serve against the villainous adversary who savagely murdered their brother. That is done the Expendables way....",https://www.the-numbers.com/movie/Expendables-2-The#tab=summary
Cinderella,1950,85000000,178591415,263591415,,11.73,2900000,,G,74,Musical,Hand Animation,Fantasy,,,https://www.the-numbers.com/movie/Cinderella-(1950)#tab=summary
Dangerous Minds,1995,84919401,94000000,178919401,14931503,5.69,,13,R,,Drama,Live Action,Contemporary Fiction,,,https://www.the-numbers.com/movie/Dangerous-Minds#tab=summary
Paranormal Activity 2,2010,84752907,92759125,177512032,40678424,2.08,3000000,4.4,R,91,Horror,Live Action,Fantasy,Blumhouse,,https://www.the-numbers.com/movie/Paranormal-Activity-2#tab=summary
Tammy,2014,84525432,11882223,96407655,21577049,3.92,20000000,4.7,R,96,Comedy,Live Action,Contemporary Fiction,Gary Sanchez Productions,"Tammy is having a bad day. She's totaled her clunker car, gotten fired from her thankless job at a greasy burger joint and, instead of finding comfort at home, finds her husband getting comfortable with the neighbor in her own house. It's time to take her boom box and book it. The bad news is she's broke and without wheels. The worse news is her grandma, Pearl, is her only option—with a car, cash, and an itch to see Niagara Falls. Not exactly the escape Tammy had in mind. But on the road, with grandma riding shot gun, it may be just what Tammy needs.",https://www.the-numbers.com/movie/Tammy#tab=summary
The Santa Clause 3: The Escape Clause,2006,84500122,23000000,107500122,19504038,4.33,,6.4,G,97,Adventure,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Santa-Clause-3-The-Escape-Clause-The#tab=summary
Ferdinand,2017,84410380,205428533,289838913,13401586,6.3,111000000,5.9,PG,107,Adventure,Digital Animation,Kids Fiction,Blue Sky Studios,"After being mistaken for a dangerous beast, Ferdinand is captured and torn from his home. Determined to return to his family, he rallies a misfit team on the ultimate adventure. Ferdinand proves you can't judge a bull by its cover.",https://www.the-numbers.com/movie/Ferdinand#tab=summary
"Crazy, Stupid, Love",2011,84351197,62791131,147142328,19104303,4.42,50000000,6.1,PG-13,118,Comedy,Live Action,Contemporary Fiction,Warner Bros.,"At fortysomething, straight-laced Cal Weaver is living the dream - good job, nice house, great kids and marriage to his high school sweetheart. But when Cal learns that his wife, Emily, has cheated on him and wants a divorce, his ""perfect"" life quickly unravels. In today's single world, Cal, who hasn't dated in decades, stands out as the epitome of un-smooth. Spending his free evenings sulking alone at a local bar, the hapless Cal is taken on as wingman and protege to handsome lothario Jacob Palmer. In an effort to help Cal get over his wife and start living his life, Jacob opens Cal's eyes to the many options before him: flirty women, manly drinks and a sense of style that can't be found at Supercuts or The Gap. Cal and Emily aren't the only ones looking for love in what might be all the wrong places: Cal's 13-year-old son, Robbie, is in love with his 17-year-old babysitter, Jessica, who harbors a major crush of her own...on Cal. And even Jacob's new-woman-every-night modus operandi is challenged when he tries his best lines on Hannah, a girl he just can't seem to get out of his mind - maybe because she's the first woman he's ever met who doesn't think this professional player has any game.",https://www.the-numbers.com/movie/Crazy-Stupid-Love#tab=summary
Pinocchio,1940,84300000,,,,9.56,2289247,,G,87,Adventure,Hand Animation,Kids Fiction,,,https://www.the-numbers.com/movie/Pinocchio-(1940)#tab=summary
Annabelle,2014,84273813,172589107,256862920,37134255,2.27,6500000,4.7,R,98,Horror,Live Action,Historical Fiction,Atomic Monster,"John Gordon has found the perfect gift for both his pregnant wife Mia and their unborn child—Annabelle, a beautiful and rare vintage doll in a pure white wedding dress. Unfortunately, the family's delight with the doll is short-lived. On one horrific night, their home is invaded by members of a satanic cult, who violently attack John and Mia. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity, which is so malevolent that nothing they did will compare to the sinister conduit to the damned that is now Annabelle.",https://www.the-numbers.com/movie/Annabelle#tab=summary
Scooby-Doo 2: Monsters Unleashed,2004,84185387,96671609,180856996,29438331,2.86,25000000,6.4,PG,93,Adventure,Live Action,Kids Fiction,,,https://www.the-numbers.com/movie/Scooby-Doo-2-Monsters-Unleashed#tab=summary
Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn),2020,84158461,114015221,198173682,33010017,2.55,82000000,4.3,R,109,Action,Live Action,Super Hero,LuckyChap Entertainment,"You ever hear the one about the cop, the songbird, the psycho and the mafia princess? 'Birds of Prey (And the Fantabulous Emancipation of One Harley Quinn)' is a twisted tale told by Harley herself, as only Harley can tell it. When Gotham's most nefariously narcissistic villain, Roman Sionis, and his zealous right-hand, Zsasz, put a target on a young girl named Cass, the city is turned upside down looking for her. Harley, Huntress, Black Canary and Renee Montoya's paths collide, and the unlikely foursome have no choice but to team up to take Roman down.",https://www.the-numbers.com/movie/Birds-of-Prey-(And-the-Fantabulous-Emancipation-of-One-Harley-Quinn)-(2020)#tab=summary
