title,link
Meet the Parents,https://www.the-numbers.com/movie/Meet-the-Parents#tab=summary
Fifty Shades of Grey,https://www.the-numbers.com/movie/Fifty-Shades-of-Grey#tab=summary
2012,https://www.the-numbers.com/movie/2012#tab=summary
Robin Hood: Prince of Thieves,https://www.the-numbers.com/movie/Robin-Hood-Prince-of-Thieves#tab=summary
Knives Out,https://www.the-numbers.com/movie/Knives-Out-(2019)#tab=summary
Kung Fu Panda 2,https://www.the-numbers.com/movie/Kung-Fu-Panda-2#tab=summary
Hannibal,https://www.the-numbers.com/movie/Hannibal#tab=summary
Catch Me if You Can,https://www.the-numbers.com/movie/Catch-Me-if-You-Can#tab=summary
The Proposal,https://www.the-numbers.com/movie/Proposal-The#tab=summary
Big Daddy,https://www.the-numbers.com/movie/Big-Daddy#tab=summary
Clash of the Titans,https://www.the-numbers.com/movie/Clash-of-the-Titans-(2010)#tab=summary
The Sound of Music,https://www.the-numbers.com/movie/Sound-of-Music-The#tab=summary
The SpongeBob Movie: Sponge Out of Water,https://www.the-numbers.com/movie/SpongeBob-Movie-Sponge-Out-of-Water-The#tab=summary
Batman Returns,https://www.the-numbers.com/movie/Batman-Returns#tab=summary
Django Unchained,https://www.the-numbers.com/movie/Django-Unchained#tab=summary
A Bug's Life,https://www.the-numbers.com/movie/Bugs-Life-A#tab=summary
The Pursuit of Happyness,https://www.the-numbers.com/movie/Pursuit-of-Happyness-The#tab=summary
Jason Bourne,https://www.the-numbers.com/movie/Jason-Bourne#tab=summary
Grown Ups,https://www.the-numbers.com/movie/Grown-Ups#tab=summary
The Waterboy,https://www.the-numbers.com/movie/Waterboy-The#tab=summary
Shark Tale,https://www.the-numbers.com/movie/Shark-Tale#tab=summary
Ice Age: Continental Drift,https://www.the-numbers.com/movie/Ice-Age-Continental-Drift#tab=summary
Straight Outta Compton,https://www.the-numbers.com/movie/Straight-Outta-Compton#tab=summary
Die Another Day,https://www.the-numbers.com/movie/Die-Another-Day#tab=summary
How to Train Your Dragon: The Hidden World,https://www.the-numbers.com/movie/How-to-Train-Your-Dragon-The-Hidden-World-(2019)#tab=summary
The Sting,https://www.the-numbers.com/movie/Sting-The#tab=summary
The Heat,https://www.the-numbers.com/movie/Heat-The#tab=summary
Fantastic Beasts: The Crimes of Grindelwald,https://www.the-numbers.com/movie/Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018)#tab=summary
Halloween,https://www.the-numbers.com/movie/Halloween-(2018)#tab=summary
1917,https://www.the-numbers.com/movie/1917-(2019)#tab=summary
The Secret Life of Pets 2,https://www.the-numbers.com/movie/Secret-Life-of-Pets-2-The-(2019)#tab=summary
Star Trek Beyond,https://www.the-numbers.com/movie/Star-Trek-Beyond#tab=summary
The Firm,https://www.the-numbers.com/movie/Firm-The#tab=summary
The Longest Yard,https://www.the-numbers.com/movie/Longest-Yard-The-(2005)#tab=summary
X-Men,https://www.the-numbers.com/movie/X-Men#tab=summary
Scary Movie,https://www.the-numbers.com/movie/Scary-Movie#tab=summary
Fatal Attraction,https://www.the-numbers.com/movie/Fatal-Attraction#tab=summary
What Lies Beneath,https://www.the-numbers.com/movie/What-Lies-Beneath#tab=summary
X-Men: Apocalypse,https://www.the-numbers.com/movie/X-Men-Apocalypse-(2016)#tab=summary
The Mummy,https://www.the-numbers.com/movie/Mummy-The-(1999)#tab=summary
San Andreas,https://www.the-numbers.com/movie/San-Andreas#tab=summary
Snow White and the Huntsman,https://www.the-numbers.com/movie/Snow-White-and-the-Huntsman#tab=summary
Fast & Furious,https://www.the-numbers.com/movie/Fast-and-Furious-(2009)#tab=summary
Over the Hedge,https://www.the-numbers.com/movie/Over-the-Hedge#tab=summary
Fantastic Four,https://www.the-numbers.com/movie/Fantastic-Four-(2005)#tab=summary
Horton Hears a Who,https://www.the-numbers.com/movie/Horton-Hears-a-Who#tab=summary
Who Framed Roger Rabbit?,https://www.the-numbers.com/movie/Who-Framed-Roger-Rabbit#tab=summary
Jerry Maguire,https://www.the-numbers.com/movie/Jerry-Maguire#tab=summary
Trolls,https://www.the-numbers.com/movie/Trolls#tab=summary
Beverly Hills Cop II,https://www.the-numbers.com/movie/Beverly-Hills-Cop-II#tab=summary
Mad Max: Fury Road,https://www.the-numbers.com/movie/Mad-Max-Fury-Road#tab=summary
Scooby-Doo,https://www.the-numbers.com/movie/Scooby-Doo#tab=summary
101 Dalmatians,https://www.the-numbers.com/movie/101-Dalmatians-(1961)#tab=summary
Cars 3,https://www.the-numbers.com/movie/Cars-3#tab=summary
Sex and the City,https://www.the-numbers.com/movie/Sex-and-the-City#tab=summary
Runaway Bride,https://www.the-numbers.com/movie/Runaway-Bride#tab=summary
La La Land,https://www.the-numbers.com/movie/La-La-Land#tab=summary
Divergent,https://www.the-numbers.com/movie/Divergent#tab=summary
Rambo: First Blood Part II,https://www.the-numbers.com/movie/Rambo-First-Blood-Part-II#tab=summary
We're the Millers,https://www.the-numbers.com/movie/Were-the-Millers#tab=summary
Terminator 3: Rise of the Machines,https://www.the-numbers.com/movie/Terminator-3-Rise-of-the-Machines#tab=summary
Daddyâs Home,https://www.the-numbers.com/movie/Daddys-Home-(2015)#tab=summary
G.I. Joe: The Rise of Cobra,https://www.the-numbers.com/movie/GI-Joe-The-Rise-of-Cobra#tab=summary
American Hustle,https://www.the-numbers.com/movie/American-Hustle#tab=summary
Neighbors,https://www.the-numbers.com/movie/Neighbors-(2013)#tab=summary
Puss in Boots,https://www.the-numbers.com/movie/Puss-in-Boots#tab=summary
Les MisÃ©rables,https://www.the-numbers.com/movie/Miserables-Les-(2012)#tab=summary
Knocked Up,https://www.the-numbers.com/movie/Knocked-Up#tab=summary
As Good as it Gets,https://www.the-numbers.com/movie/As-Good-as-it-Gets#tab=summary
Little Fockers,https://www.the-numbers.com/movie/Little-Fockers#tab=summary
Megamind,https://www.the-numbers.com/movie/Megamind#tab=summary
Hotel Transylvania,https://www.the-numbers.com/movie/Hotel-Transylvania#tab=summary
Talladega Nights: The Ballad of Ricky Bobby,https://www.the-numbers.com/movie/Talladega-Nights-The-Ballad-of-Ricky-Bobby#tab=summary
Gremlins,https://www.the-numbers.com/movie/Gremlins#tab=summary
Gran Torino,https://www.the-numbers.com/movie/Gran-Torino#tab=summary
Lethal Weapon 2,https://www.the-numbers.com/movie/Lethal-Weapon-2#tab=summary
War for the Planet of the Apes,https://www.the-numbers.com/movie/War-for-the-Planet-of-the-Apes#tab=summary
X-Men: First Class,https://www.the-numbers.com/movie/X-Men-First-Class#tab=summary
Paul Blart: Mall Cop,https://www.the-numbers.com/movie/Paul-Blart-Mall-Cop#tab=summary
True Lies,https://www.the-numbers.com/movie/True-Lies#tab=summary
Sonic The Hedgehog,https://www.the-numbers.com/movie/Sonic-The-Hedgehog-(Japan)-(2020)#tab=summary
Lilo & Stitch,https://www.the-numbers.com/movie/Lilo-and-Stitch#tab=summary
The Meg,https://www.the-numbers.com/movie/Meg-The#tab=summary
American Pie 2,https://www.the-numbers.com/movie/American-Pie-2#tab=summary
Taken,https://www.the-numbers.com/movie/Taken#tab=summary
The Great Gatsby,https://www.the-numbers.com/movie/Great-Gatsby-The-(2011)#tab=summary
The Santa Clause,https://www.the-numbers.com/movie/Santa-Clause-The#tab=summary
"I, Robot",https://www.the-numbers.com/movie/I-Robot#tab=summary
Lethal Weapon 3,https://www.the-numbers.com/movie/Lethal-Weapon-3#tab=summary
The Fast and the Furious,https://www.the-numbers.com/movie/Fast-and-the-Furious-The#tab=summary
Doctor Dolittle,https://www.the-numbers.com/movie/Doctor-Dolittle-(1998)#tab=summary
Mamma Mia!,https://www.the-numbers.com/movie/Mamma-Mia#tab=summary
PokÃ©mon: Detective Pikachu,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary
Rio,https://www.the-numbers.com/movie/Rio#tab=summary
Kung Fu Panda 3,https://www.the-numbers.com/movie/Kung-Fu-Panda-3#tab=summary
Juno,https://www.the-numbers.com/movie/Juno#tab=summary
Marley & Me,https://www.the-numbers.com/movie/Marley-and-Me#tab=summary
The Smurfs,https://www.the-numbers.com/movie/Smurfs-The#tab=summary
Once Upon a Timeâ¦in Hollywood,https://www.the-numbers.com/movie/Once-Upon-a-Time-in-Hollywood-(2019)#tab=summary
xXx,https://www.the-numbers.com/movie/xXx#tab=summary
The Jungle Book,https://www.the-numbers.com/movie/Jungle-Book-The-(1967)#tab=summary
The Chronicles of Narnia: Prince Caspian,https://www.the-numbers.com/movie/Chronicles-of-Narnia-Prince-Caspian-The#tab=summary
National Lampoon's Animal House,https://www.the-numbers.com/movie/National-Lampoons-Animal-House#tab=summary
Pocahontas,https://www.the-numbers.com/movie/Pocahontas#tab=summary
A Few Good Men,https://www.the-numbers.com/movie/Few-Good-Men-A#tab=summary
Slumdog Millionaire,https://www.the-numbers.com/movie/Slumdog-Millionaire#tab=summary
Rush Hour,https://www.the-numbers.com/movie/Rush-Hour#tab=summary
The Blair Witch Project,https://www.the-numbers.com/movie/Blair-Witch-Project-The#tab=summary
Deep Impact,https://www.the-numbers.com/movie/Deep-Impact#tab=summary
Shazam!,https://www.the-numbers.com/movie/Shazam-(2019)#tab=summary
Oceanâs 8,https://www.the-numbers.com/movie/Oceans-8-(2018)#tab=summary
Rush Hour 3,https://www.the-numbers.com/movie/Rush-Hour-3#tab=summary
Look Who's Talking,https://www.the-numbers.com/movie/Look-Whos-Talking#tab=summary
Stuart Little,https://www.the-numbers.com/movie/Stuart-Little#tab=summary
Taken 2,https://www.the-numbers.com/movie/Taken-2#tab=summary
Sister Act,https://www.the-numbers.com/movie/Sister-Act#tab=summary
Saturday Night Fever,https://www.the-numbers.com/movie/Saturday-Night-Fever#tab=summary
The Matrix Revolutions,https://www.the-numbers.com/movie/Matrix-Revolutions-The#tab=summary
The Santa Clause 2,https://www.the-numbers.com/movie/Santa-Clause-2-The#tab=summary
The Kingâs Speech,https://www.the-numbers.com/movie/Kings-Speech-The#tab=summary
Cheaper by the Dozen,https://www.the-numbers.com/movie/Cheaper-by-the-Dozen#tab=summary
Bad Boys II,https://www.the-numbers.com/movie/Bad-Boys-II#tab=summary
21 Jump Street,https://www.the-numbers.com/movie/21-Jump-Street#tab=summary
Good Will Hunting,https://www.the-numbers.com/movie/Good-Will-Hunting#tab=summary
Split,https://www.the-numbers.com/movie/Split-(2017)#tab=summary
Platoon,https://www.the-numbers.com/movie/Platoon#tab=summary
Disneyâs A Christmas Carol,https://www.the-numbers.com/movie/Disneys-A-Christmas-Carol#tab=summary
Dinosaur,https://www.the-numbers.com/movie/Dinosaur#tab=summary
Ready Player One,https://www.the-numbers.com/movie/Ready-Player-One#tab=summary
The Conjuring,https://www.the-numbers.com/movie/Conjuring-The#tab=summary
Click,https://www.the-numbers.com/movie/Click#tab=summary
The Green Mile,https://www.the-numbers.com/movie/Green-Mile-The#tab=summary
Ransom,https://www.the-numbers.com/movie/Ransom#tab=summary
Godzilla,https://www.the-numbers.com/movie/Godzilla#tab=summary
101 Dalmatians,https://www.the-numbers.com/movie/101-Dalmatians-(1996)#tab=summary
Argo,https://www.the-numbers.com/movie/Argo#tab=summary
Anger Management,https://www.the-numbers.com/movie/Anger-Management#tab=summary
Chicken Little,https://www.the-numbers.com/movie/Chicken-Little#tab=summary
Teenage Mutant Ninja Turtles,https://www.the-numbers.com/movie/Teenage-Mutant-Ninja-Turtles-(1990)#tab=summary
Patch Adams,https://www.the-numbers.com/movie/Patch-Adams#tab=summary
The Godfather,https://www.the-numbers.com/movie/Godfather-The#tab=summary
The Incredible Hulk,https://www.the-numbers.com/movie/Incredible-Hulk-The#tab=summary
Live Free or Die Hard,https://www.the-numbers.com/movie/Live-Free-or-Die-Hard#tab=summary
Wanted,https://www.the-numbers.com/movie/Wanted-(2008)#tab=summary
Identity Thief,https://www.the-numbers.com/movie/Identity-Thief#tab=summary
Superman,https://www.the-numbers.com/movie/Superman#tab=summary
Ride Along,https://www.the-numbers.com/movie/Ride-Along#tab=summary
The Rock,https://www.the-numbers.com/movie/Rock-The#tab=summary
Grown Ups 2,https://www.the-numbers.com/movie/Grown-Ups-2#tab=summary
Mission: Impossible III,https://www.the-numbers.com/movie/Mission-Impossible-III#tab=summary
Angels & Demons,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary
Troy,https://www.the-numbers.com/movie/Troy#tab=summary
Alvin and the Chipmunks: Chipwrecked,https://www.the-numbers.com/movie/Alvin-and-the-Chipmunks-Chipwrecked#tab=summary
Bringing Down the House,https://www.the-numbers.com/movie/Bringing-Down-the-House#tab=summary
The Wolverine,https://www.the-numbers.com/movie/Wolverine-The#tab=summary
Wonder,https://www.the-numbers.com/movie/Wonder-(2017)#tab=summary
The Departed,https://www.the-numbers.com/movie/Departed-The#tab=summary
Hulk,https://www.the-numbers.com/movie/Hulk#tab=summary
Silver Linings Playbook,https://www.the-numbers.com/movie/Silver-Linings-Playbook#tab=summary
Minority Report,https://www.the-numbers.com/movie/Minority-Report#tab=summary
Fantastic Four: Rise of the Silver Surfer,https://www.the-numbers.com/movie/Fantastic-Four-Rise-of-the-Silver-Surfer#tab=summary
The Last Airbender,https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary
Rio 2,https://www.the-numbers.com/movie/Rio-2#tab=summary
Lara Croft: Tomb Raider,https://www.the-numbers.com/movie/Lara-Croft-Tomb-Raider#tab=summary
The Silence of the Lambs,https://www.the-numbers.com/movie/Silence-of-the-Lambs-The#tab=summary
"Honey, I Shrunk the Kids",https://www.the-numbers.com/movie/Honey-I-Shrunk-the-Kids#tab=summary
The Flintstones,https://www.the-numbers.com/movie/Flintstones-The#tab=summary
Lethal Weapon 4,https://www.the-numbers.com/movie/Lethal-Weapon-4#tab=summary
Get Smart,https://www.the-numbers.com/movie/Get-Smart#tab=summary
The Divergent Series: Insurgent,https://www.the-numbers.com/movie/Divergent-Series-Insurgent-The#tab=summary
The Peanuts Movie,https://www.the-numbers.com/movie/Peanuts-Movie-The#tab=summary
Transformers: The Last Knight,https://www.the-numbers.com/movie/Transformers-The-Last-Knight#tab=summary
American Gangster,https://www.the-numbers.com/movie/American-Gangster#tab=summary
American Beauty,https://www.the-numbers.com/movie/American-Beauty#tab=summary
An Officer and a Gentleman,https://www.the-numbers.com/movie/Officer-and-a-Gentleman-An#tab=summary
The Ring,https://www.the-numbers.com/movie/Ring-The#tab=summary
The Nutty Professor,https://www.the-numbers.com/movie/Nutty-Professor-The#tab=summary
Borat,https://www.the-numbers.com/movie/Borat#tab=summary
Ghostbusters,https://www.the-numbers.com/movie/Ghostbusters-(2016)#tab=summary
Kingsman: The Secret Service,https://www.the-numbers.com/movie/Kingsman-The-Secret-Service#tab=summary
Robots,https://www.the-numbers.com/movie/Robots#tab=summary
Coming to America,https://www.the-numbers.com/movie/Coming-to-America#tab=summary
"Crouching Tiger, Hidden Dragon",https://www.the-numbers.com/movie/Crouching-Tiger-Hidden-Dragon#tab=summary
Shutter Island,https://www.the-numbers.com/movie/Shutter-Island#tab=summary
Into the Woods,https://www.the-numbers.com/movie/Into-the-Woods#tab=summary
Rocky IV,https://www.the-numbers.com/movie/Rocky-IV#tab=summary
Enchanted,https://www.the-numbers.com/movie/Enchanted#tab=summary
The Curious Case of Benjamin Button,https://www.the-numbers.com/movie/Curious-Case-of-Benjamin-Button-The#tab=summary
Central Intelligence,https://www.the-numbers.com/movie/Central-Intelligence#tab=summary
Anchorman 2: The Legend Continues,https://www.the-numbers.com/movie/Anchorman-2#tab=summary
Sweet Home Alabama,https://www.the-numbers.com/movie/Sweet-Home-Alabama#tab=summary
Bumblebee,https://www.the-numbers.com/movie/Bumblebee#tab=summary
Dumb & Dumber,https://www.the-numbers.com/movie/Dumb-and-Dumber#tab=summary
2 Fast 2 Furious,https://www.the-numbers.com/movie/2-Fast-2-Furious#tab=summary
Super 8,https://www.the-numbers.com/movie/Super-8#tab=summary
The World is Not Enough,https://www.the-numbers.com/movie/World-is-Not-Enough-The#tab=summary
My Best Friend's Wedding,https://www.the-numbers.com/movie/My-Best-Friends-Wedding#tab=summary
Smokey and the Bandit,https://www.the-numbers.com/movie/Smokey-and-the-Bandit#tab=summary
Sleepless in Seattle,https://www.the-numbers.com/movie/Sleepless-in-Seattle#tab=summary
The Legend of Tarzan,https://www.the-numbers.com/movie/Legend-of-Tarzan-The#tab=summary
Bee Movie,https://www.the-numbers.com/movie/Bee-Movie#tab=summary
Lucy,https://www.the-numbers.com/movie/Lucy#tab=summary
Prometheus,https://www.the-numbers.com/movie/Prometheus#tab=summary
Mr. Deeds,https://www.the-numbers.com/movie/Mr-Deeds#tab=summary
Safe House,https://www.the-numbers.com/movie/Safe-House#tab=summary
The Dream is Alive,https://www.the-numbers.com/movie/Dream-is-Alive-The#tab=summary
The Truman Show,https://www.the-numbers.com/movie/Truman-Show-The#tab=summary
Erin Brockovich,https://www.the-numbers.com/movie/Erin-Brockovich#tab=summary
Ocean's Twelve,https://www.the-numbers.com/movie/Oceans-Twelve#tab=summary
Terminator Salvation,https://www.the-numbers.com/movie/Terminator-Salvation#tab=summary
Charlie's Angels,https://www.the-numbers.com/movie/Charlies-Angels#tab=summary
Tomorrow Never Dies,https://www.the-numbers.com/movie/Tomorrow-Never-Dies#tab=summary
Lone Survivor,https://www.the-numbers.com/movie/Lone-Survivor#tab=summary
Sully,https://www.the-numbers.com/movie/Sully#tab=summary
Rocky III,https://www.the-numbers.com/movie/Rocky-3#tab=summary
The Vow,https://www.the-numbers.com/movie/Vow-The#tab=summary
Life of Pi,https://www.the-numbers.com/movie/Life-of-Pi#tab=summary
The Fault in Our Stars,https://www.the-numbers.com/movie/Fault-in-Our-Stars-The#tab=summary
Cloudy with a Chance of Meatballs,https://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs#tab=summary
The Devil Wears Prada,https://www.the-numbers.com/movie/Devil-Wears-Prada-The#tab=summary
Something's Gotta Give,https://www.the-numbers.com/movie/Somethings-Gotta-Give#tab=summary
Traffic,https://www.the-numbers.com/movie/Traffic#tab=summary
The Birdcage,https://www.the-numbers.com/movie/Birdcage-The#tab=summary
City Slickers,https://www.the-numbers.com/movie/City-Slickers#tab=summary
Good Morning Vietnam,https://www.the-numbers.com/movie/Good-Morning-Vietnam#tab=summary
Rango,https://www.the-numbers.com/movie/Rango#tab=summary
Nutty Professor II: The Klumps,https://www.the-numbers.com/movie/Nutty-Professor-II-The-Klumps#tab=summary
The Good Dinosaur,https://www.the-numbers.com/movie/Good-Dinosaur-The#tab=summary
G.I. Joe: Retaliation,https://www.the-numbers.com/movie/GI-Joe-Retaliation#tab=summary
Clear and Present Danger,https://www.the-numbers.com/movie/Clear-and-Present-Danger#tab=summary
The Bodyguard,https://www.the-numbers.com/movie/Bodyguard-The#tab=summary
Wayne's World,https://www.the-numbers.com/movie/Waynes-World#tab=summary
The Bourne Identity,https://www.the-numbers.com/movie/Bourne-Identity-The#tab=summary
Superbad,https://www.the-numbers.com/movie/Superbad#tab=summary
Speed,https://www.the-numbers.com/movie/Speed#tab=summary
50 First Dates,https://www.the-numbers.com/movie/50-First-Dates#tab=summary
Inglourious Basterds,https://www.the-numbers.com/movie/Inglourious-Basterds#tab=summary
The Hunt for Red October,https://www.the-numbers.com/movie/Hunt-for-Red-October-The#tab=summary
Mamma Mia: Here We Go Again!,https://www.the-numbers.com/movie/Mamma-Mia-Here-We-Go-Again#tab=summary
Mulan,https://www.the-numbers.com/movie/Mulan#tab=summary
Seabiscuit,https://www.the-numbers.com/movie/Seabiscuit#tab=summary
Van Helsing,https://www.the-numbers.com/movie/Van-Helsing#tab=summary
Four Christmases,https://www.the-numbers.com/movie/Four-Christmases#tab=summary
The Mask,https://www.the-numbers.com/movie/Mask-The#tab=summary
Cloudy with a Chance of Meatballs 2,https://www.the-numbers.com/movie/Cloudy-with-a-Chance-of-Meatballs-2#tab=summary
I Now Pronounce You Chuck and Larry,https://www.the-numbers.com/movie/I-Now-Pronounce-You-Chuck-and-Larry#tab=summary
Hook,https://www.the-numbers.com/movie/Hook#tab=summary
Walk the Line,https://www.the-numbers.com/movie/Walk-the-Line#tab=summary
Blazing Saddles,https://www.the-numbers.com/movie/Blazing-Saddles#tab=summary
G-Force,https://www.the-numbers.com/movie/G-Force#tab=summary
Total Recall,https://www.the-numbers.com/movie/Total-Recall#tab=summary
On Golden Pond,https://www.the-numbers.com/movie/On-Golden-Pond#tab=summary
The Other Guys,https://www.the-numbers.com/movie/Other-Guys-The#tab=summary
Fahrenheit 9/11,https://www.the-numbers.com/movie/Fahrenheit-9-11#tab=summary
Hairspray,https://www.the-numbers.com/movie/Hairspray-(2007)#tab=summary
The Break-Up,https://www.the-numbers.com/movie/Break-Up-The#tab=summary
Lemony Snicket's A Series of Unfortunate Events,https://www.the-numbers.com/movie/Lemony-Snickets-A-Series-of-Unfortunate-Events#tab=summary
Blades of Glory,https://www.the-numbers.com/movie/Blades-of-Glory#tab=summary
The Sum of All Fears,https://www.the-numbers.com/movie/Sum-of-All-Fears-The#tab=summary
Back to the Future Part II,https://www.the-numbers.com/movie/Back-to-the-Future-Part-II#tab=summary
Salt,https://www.the-numbers.com/movie/Salt#tab=summary
Basic Instinct,https://www.the-numbers.com/movie/Basic-Instinct#tab=summary
Now You See Me,https://www.the-numbers.com/movie/Now-You-See-Me#tab=summary
Ford v. Ferrari,https://www.the-numbers.com/movie/Ford-v-Ferrari-(2019)#tab=summary
Big Momma's House,https://www.the-numbers.com/movie/Big-Mommas-House#tab=summary
Horrible Bosses,https://www.the-numbers.com/movie/Horrible-Bosses#tab=summary
The Nun,https://www.the-numbers.com/movie/Nun-The#tab=summary
Die Hard 2,https://www.the-numbers.com/movie/Die-Hard-2#tab=summary
Rocky,https://www.the-numbers.com/movie/Rocky#tab=summary
Jackass 3D,https://www.the-numbers.com/movie/Jackass-3D#tab=summary
Ocean's Thirteen,https://www.the-numbers.com/movie/Oceans-Thirteen#tab=summary
The Wolf of Wall Street,https://www.the-numbers.com/movie/Wolf-of-Wall-Street-The#tab=summary
S.W.A.T.,https://www.the-numbers.com/movie/S-W-A-T#tab=summary
Double Jeopardy,https://www.the-numbers.com/movie/Double-Jeopardy#tab=summary
8 Mile,https://www.the-numbers.com/movie/8-Mile#tab=summary
Lee Daniels' The Butler,https://www.the-numbers.com/movie/Butler-The#tab=summary
Green Lantern,https://www.the-numbers.com/movie/Green-Lantern-(2011)#tab=summary
Notting Hill,https://www.the-numbers.com/movie/Notting-Hill-(1999)#tab=summary
Towering Inferno,https://www.the-numbers.com/movie/Towering-Inferno#tab=summary
You've Got Mail,https://www.the-numbers.com/movie/Youve-Got-Mail#tab=summary
Ghost Rider,https://www.the-numbers.com/movie/Ghost-Rider#tab=summary
Creed II,https://www.the-numbers.com/movie/Creed-II-(2018)#tab=summary
Remember the Titans,https://www.the-numbers.com/movie/Remember-the-Titans#tab=summary
District 9,https://www.the-numbers.com/movie/District-9#tab=summary
Unbroken,https://www.the-numbers.com/movie/Unbroken#tab=summary
Peter Rabbit,https://www.the-numbers.com/movie/Peter-Rabbit-(2018)#tab=summary
Girls Trip,https://www.the-numbers.com/movie/Girls-Trip#tab=summary
"The Karate Kid, Part II",https://www.the-numbers.com/movie/Karate-Kid-Part-II-The#tab=summary
American Graffiti,https://www.the-numbers.com/movie/American-Graffiti#tab=summary
Big,https://www.the-numbers.com/movie/Big#tab=summary
Dumbo,https://www.the-numbers.com/movie/Dumbo-(2019)#tab=summary
Fifty Shades Darker,https://www.the-numbers.com/movie/Fifty-Shades-Darker#tab=summary
Dodgeball: A True Underdog Story,https://www.the-numbers.com/movie/Dodgeball-A-True-Underdog-Story#tab=summary
The Village,https://www.the-numbers.com/movie/Village-The#tab=summary
Bolt,https://www.the-numbers.com/movie/Bolt#tab=summary
Maleficent: Mistress of Evil,https://www.the-numbers.com/movie/Maleficent-Mistress-of-Evil-(2019)#tab=summary
Wild Wild West,https://www.the-numbers.com/movie/Wild-Wild-West#tab=summary
Night at the Museum: Secret of the Tomb,https://www.the-numbers.com/movie/Night-at-the-Museum-Secret-of-the-Tomb#tab=summary
Magic Mike,https://www.the-numbers.com/movie/Magic-Mike#tab=summary
The Addams Family,https://www.the-numbers.com/movie/Addams-Family-The#tab=summary
The Patriot,https://www.the-numbers.com/movie/Patriot-The#tab=summary
Bad Moms,https://www.the-numbers.com/movie/Bad-Moms#tab=summary
The Bourne Legacy,https://www.the-numbers.com/movie/Bourne-Legacy-The#tab=summary
The Pacifier,https://www.the-numbers.com/movie/Pacifier-The#tab=summary
Dr. Dolittle 2,https://www.the-numbers.com/movie/Dr-Dolittle-2#tab=summary
Itâs Complicated,https://www.the-numbers.com/movie/Its-Complicated#tab=summary
Spy Kids,https://www.the-numbers.com/movie/Spy-Kids#tab=summary
Ghostbusters II,https://www.the-numbers.com/movie/Ghostbusters-II#tab=summary
Face/Off,https://www.the-numbers.com/movie/Face-Off#tab=summary
The Hangover 3,https://www.the-numbers.com/movie/Hangover-3-The#tab=summary
Twins,https://www.the-numbers.com/movie/Twins#tab=summary
Doctor Zhivago,https://www.the-numbers.com/movie/Doctor-Zhivago#tab=summary
Spy Kids 3-D: Game Over,https://www.the-numbers.com/movie/Spy-Kids-3-D-Game-Over#tab=summary
Enemy of the State,https://www.the-numbers.com/movie/Enemy-of-the-State#tab=summary
The Little Mermaid,https://www.the-numbers.com/movie/Little-Mermaid-The#tab=summary
Mr. Peabody & Sherman,https://www.the-numbers.com/movie/Mr-Peabody-and-Sherman#tab=summary
The Last Samurai,https://www.the-numbers.com/movie/Last-Samurai-The#tab=summary
Glass,https://www.the-numbers.com/movie/Glass-(2019)#tab=summary
Spy!,https://www.the-numbers.com/movie/Spy#tab=summary
Fun With Dick And Jane,https://www.the-numbers.com/movie/Fun-With-Dick-And-Jane#tab=summary
Tropic Thunder,https://www.the-numbers.com/movie/Tropic-Thunder#tab=summary
Godzilla: King of the Monsters,https://www.the-numbers.com/movie/Godzilla-King-of-the-Monsters-(2019)#tab=summary
Valentine's Day,https://www.the-numbers.com/movie/Valentines-Day#tab=summary
The Grudge,https://www.the-numbers.com/movie/Grudge-The#tab=summary
Freaky Friday,https://www.the-numbers.com/movie/Freaky-Friday-(2003)#tab=summary
Trainwreck,https://www.the-numbers.com/movie/Trainwreck#tab=summary
Bedtime Stories,https://www.the-numbers.com/movie/Bedtime-Stories#tab=summary
Scary Movie 3,https://www.the-numbers.com/movie/Scary-Movie-3#tab=summary
Creed,https://www.the-numbers.com/movie/Creed#tab=summary
Star Trek IV: The Voyage Home,https://www.the-numbers.com/movie/Star-Trek-IV-The-Voyage-Home#tab=summary
Porky's,https://www.the-numbers.com/movie/Porkys#tab=summary
The 40 Year-old Virgin,https://www.the-numbers.com/movie/40-Year-old-Virgin-The#tab=summary
Crocodile Dundee 2,https://www.the-numbers.com/movie/Crocodile-Dundee-2#tab=summary
Couples Retreat,https://www.the-numbers.com/movie/Couples-Retreat#tab=summary
One Flew Over the Cuckoo's Nest,https://www.the-numbers.com/movie/One-Flew-Over-the-Cuckoos-Nest#tab=summary
A Time to Kill,https://www.the-numbers.com/movie/Time-to-Kill-A#tab=summary
Black Hawk Down,https://www.the-numbers.com/movie/Black-Hawk-Down#tab=summary
Terms of Endearment,https://www.the-numbers.com/movie/Terms-of-Endearment#tab=summary
Ace Ventura: When Nature Calls,https://www.the-numbers.com/movie/Ace-Ventura-When-Nature-Calls#tab=summary
The Princess Diaries,https://www.the-numbers.com/movie/Princess-Diaries-The#tab=summary
The Upside,https://www.the-numbers.com/movie/Upside-The-(2019)#tab=summary
Superman II,https://www.the-numbers.com/movie/Superman-II#tab=summary
Little Women,https://www.the-numbers.com/movie/Little-Women-(2019)#tab=summary
Hop,https://www.the-numbers.com/movie/Hop#tab=summary
