link,name
https://www.the-numbers.com/movie/Independence-Day#tab=summary,Independence Day
https://www.the-numbers.com/movie/Twister#tab=summary,Twister
https://www.the-numbers.com/movie/Mission-Impossible#tab=summary,Mission: Impossible
https://www.the-numbers.com/movie/Rock-The#tab=summary,The Rock
https://www.the-numbers.com/movie/Hunchback-of-Notre-Dame-The#tab=summary,The Hunchback of Notre Dame
https://www.the-numbers.com/movie/Ransom#tab=summary,Ransom
https://www.the-numbers.com/movie/101-Dalmatians-(1996)#tab=summary,101 Dalmatians
https://www.the-numbers.com/movie/Nutty-Professor-The#tab=summary,The Nutty Professor
https://www.the-numbers.com/movie/Jerry-Maguire#tab=summary,Jerry Maguire
https://www.the-numbers.com/movie/Space-Jam#tab=summary,Space Jam
https://www.the-numbers.com/movie/Eraser#tab=summary,Eraser
https://www.the-numbers.com/movie/English-Patient-The#tab=summary,The English Patient
https://www.the-numbers.com/movie/Birdcage-The#tab=summary,The Birdcage
https://www.the-numbers.com/movie/First-Wives-Club-The#tab=summary,The First Wives Club
https://www.the-numbers.com/movie/Scream#tab=summary,Scream
https://www.the-numbers.com/movie/Sleepers-(1996)#tab=summary,Sleepers
https://www.the-numbers.com/movie/Daylight-(1996)#tab=summary,Daylight
https://www.the-numbers.com/movie/Time-to-Kill-A-(1996)#tab=summary,A Time to Kill
https://www.the-numbers.com/movie/Phenomenon-(1996)#tab=summary,Phenomenon
https://www.the-numbers.com/movie/Evita#tab=summary,Evita
https://www.the-numbers.com/movie/Star-Trek-First-Contact#tab=summary,Star Trek: First Contact
https://www.the-numbers.com/movie/Broken-Arrow-(1996)#tab=summary,Broken Arrow
https://www.the-numbers.com/movie/Romeo-and-Juliet-(1996)#tab=summary,Romeo+Juliet
https://www.the-numbers.com/movie/Jingle-All-the-Way#tab=summary,Jingle All the Way
https://www.the-numbers.com/movie/Executive-Decision#tab=summary,Executive Decision
https://www.the-numbers.com/movie/Michael-(1996)#tab=summary,Michael
https://www.the-numbers.com/movie/Striptease#tab=summary,Striptease
https://www.the-numbers.com/movie/Dragonheart#tab=summary,Dragonheart
https://www.the-numbers.com/movie/Cable-Guy-The#tab=summary,The Cable Guy
https://www.the-numbers.com/movie/Primal-Fear#tab=summary,Primal Fear
https://www.the-numbers.com/movie/Mars-Attacks#tab=summary,Mars Attacks!
https://www.the-numbers.com/movie/Courage-Under-Fire-(1996)#tab=summary,Courage Under Fire
https://www.the-numbers.com/movie/Up-Close-and-Personal-(1996)#tab=summary,Up Close & Personal
https://www.the-numbers.com/movie/Visiteurs-Les#tab=summary,Les Visiteurs
https://www.the-numbers.com/movie/Tin-Cup#tab=summary,Tin Cup
https://www.the-numbers.com/movie/Trainspotting#tab=summary,Trainspotting
https://www.the-numbers.com/movie/Beavis-and-Butt-head-Do-America#tab=summary,Beavis and Butt-Head Do America
https://www.the-numbers.com/movie/Chain-Reaction#tab=summary,Chain Reaction
https://www.the-numbers.com/movie/Jack-(1996)#tab=summary,Jack
https://www.the-numbers.com/movie/Craft-The#tab=summary,The Craft
https://www.the-numbers.com/movie/Maximum-Risk#tab=summary,Maximum Risk
https://www.the-numbers.com/movie/Fargo#tab=summary,Fargo
https://www.the-numbers.com/movie/Preachers-Wife-The-(1996)#tab=summary,The Preacherâs Wife
https://www.the-numbers.com/movie/One-Fine-Day#tab=summary,One Fine Day
https://www.the-numbers.com/movie/Mirror-Has-Two-Faces-The#tab=summary,The Mirror Has Two Faces
https://www.the-numbers.com/movie/Happy-Gilmore#tab=summary,Happy Gilmore
https://www.the-numbers.com/movie/Ghost-and-the-Darkness-The#tab=summary,The Ghost and the Darkness
https://www.the-numbers.com/movie/Sgt-Bilko#tab=summary,Sgt. Bilko
https://www.the-numbers.com/movie/Emma#tab=summary,Emma
https://www.the-numbers.com/movie/Adventures-of-Pinocchio-The#tab=summary,The Adventures of Pinocchio
https://www.the-numbers.com/movie/Shine#tab=summary,Shine
https://www.the-numbers.com/movie/Fly-Away-Home#tab=summary,Fly Away Home
https://www.the-numbers.com/movie/Glimmer-Man-The#tab=summary,The Glimmer Man
https://www.the-numbers.com/movie/Rumble-in-the-Bronx#tab=summary,Rumble in the Bronx
https://www.the-numbers.com/movie/Set-It-Off#tab=summary,Set It Off
https://www.the-numbers.com/movie/Thin-Line-Between-Love-and-Hate-A#tab=summary,A Thin Line Between Love & Hate
https://www.the-numbers.com/movie/Everyone-Says-I-Love-You#tab=summary,Everyone Says I Love You
https://www.the-numbers.com/movie/That-Thing-You-Do#tab=summary,That Thing You Do!
https://www.the-numbers.com/movie/Muppet-Treasure-Island#tab=summary,Muppet Treasure Island
https://www.the-numbers.com/movie/Sling-Blade#tab=summary,Sling Blade
https://www.the-numbers.com/movie/Truth-About-Cats-and-Dogs-The#tab=summary,The Truth About Cats & Dogs
https://www.the-numbers.com/movie/Long-Kiss-Goodnight-The#tab=summary,The Long Kiss Goodnight
https://www.the-numbers.com/movie/Matilda#tab=summary,Matilda
https://www.the-numbers.com/movie/Homeward-Bound-II-Lost-in-San-Francisco#tab=summary,Homeward Bound II: Lost in San Francisco
https://www.the-numbers.com/movie/Black-Sheep#tab=summary,Black Sheep
https://www.the-numbers.com/movie/Kingpin#tab=summary,Kingpin
https://www.the-numbers.com/movie/Eddie#tab=summary,Eddie
https://www.the-numbers.com/movie/Flipper#tab=summary,Flipper
https://www.the-numbers.com/movie/James-and-the-Giant-Peach#tab=summary,James and the Giant Peach
https://www.the-numbers.com/movie/Island-of-Dr-Moreau-The#tab=summary,The Island of Dr. Moreau
https://www.the-numbers.com/movie/Michael-Collins#tab=summary,Michael Collins
https://www.the-numbers.com/movie/Spy-Hard#tab=summary,Spy Hard
https://www.the-numbers.com/movie/Eye-for-an-Eye#tab=summary,Eye for an Eye
https://www.the-numbers.com/movie/Harriet-the-Spy#tab=summary,Harriet the Spy
https://www.the-numbers.com/movie/First-Kid#tab=summary,First Kid
https://www.the-numbers.com/movie/From-Dusk-Till-Dawn#tab=summary,From Dusk Till Dawn
https://www.the-numbers.com/movie/Down-Periscope#tab=summary,Down Periscope
https://www.the-numbers.com/movie/Escape-from-L-A#tab=summary,Escape from L.A.
https://www.the-numbers.com/movie/In-Love-and-War#tab=summary,In Love and War
https://www.the-numbers.com/movie/D3-The-Mighty-Ducks#tab=summary,D3: The Mighty Ducks
https://www.the-numbers.com/movie/Juror-The#tab=summary,The Juror
https://www.the-numbers.com/movie/My-Fellow-Americans#tab=summary,My Fellow Americans
https://www.the-numbers.com/movie/Bulletproof#tab=summary,Bulletproof
https://www.the-numbers.com/movie/Quest-The#tab=summary,The Quest
https://www.the-numbers.com/movie/Very-Brady-Sequel-A#tab=summary,A Very Brady Sequel
https://www.the-numbers.com/movie/High-School-High#tab=summary,High School High
https://www.the-numbers.com/movie/Fear#tab=summary,Fear
https://www.the-numbers.com/movie/City-Hall#tab=summary,City Hall
https://www.the-numbers.com/movie/People-vs-Larry-Flynt-The#tab=summary,The People vs. Larry Flynt
https://www.the-numbers.com/movie/Multiplicity#tab=summary,Multiplicity
https://www.the-numbers.com/movie/Fled#tab=summary,Fled
https://www.the-numbers.com/movie/Dont-Be-a-Menace-to-South-Central-While-Drinking-Your-Juice-in-the-Hood#tab=summary,Don't Be a Menace to South Central While Drinki…
https://www.the-numbers.com/movie/Mother-(1996)#tab=summary,Mother
https://www.the-numbers.com/movie/Bed-of-Roses#tab=summary,Bed of Roses
https://www.the-numbers.com/movie/Kazaam#tab=summary,Kazaam
https://www.the-numbers.com/movie/Fan-The#tab=summary,The Fan
https://www.the-numbers.com/movie/Last-Man-Standing#tab=summary,Last Man Standing
https://www.the-numbers.com/movie/Crow-City-of-Angels-The#tab=summary,The Crow: City of Angels
https://www.the-numbers.com/movie/Extreme-Measures#tab=summary,Extreme Measures
https://www.the-numbers.com/movie/Phantom-The#tab=summary,The Phantom
