name,link
Rocky,https://www.the-numbers.com/movie/Rocky#tab=summary
To Fly!,https://www.the-numbers.com/movie/To-Fly#tab=summary
King Kong,https://www.the-numbers.com/movie/King-Kong-(1976)#tab=summary
Midway,https://www.the-numbers.com/movie/Midway#tab=summary
A Star is Born,https://www.the-numbers.com/movie/Star-is-Born-A-(1976)#tab=summary
Silver Streak,https://www.the-numbers.com/movie/Silver-Streak#tab=summary
All the President's Men,https://www.the-numbers.com/movie/All-the-Presidents-Men#tab=summary
The Omen,https://www.the-numbers.com/movie/Omen-The-(1976)#tab=summary
The Enforcer,https://www.the-numbers.com/movie/Enforcer-The#tab=summary
The Bad News Bears,https://www.the-numbers.com/movie/Bad-News-Bears-The-(1976)#tab=summary
Silent Movie,https://www.the-numbers.com/movie/Silent-Movie#tab=summary
The Pink Panther Strikes Again,https://www.the-numbers.com/movie/Pink-Panther-Strikes-Again-The#tab=summary
Murder by Death,https://www.the-numbers.com/movie/Murder-by-Death#tab=summary
Taxi Driver,https://www.the-numbers.com/movie/Taxi-Driver#tab=summary
Marathon Man,https://www.the-numbers.com/movie/Marathon-Man#tab=summary
The Outlaw Josey Wales,https://www.the-numbers.com/movie/Outlaw-Josey-Wales-The#tab=summary
Carrie,https://www.the-numbers.com/movie/Carrie-(1976)#tab=summary
Logan's Run,https://www.the-numbers.com/movie/Logans-Run#tab=summary
Network,https://www.the-numbers.com/movie/Network#tab=summary
Across the Great Divide,https://www.the-numbers.com/movie/Across-the-Great-Divide#tab=summary
The Pom Pom Girls,https://www.the-numbers.com/movie/Pom-Pom-Girls-The#tab=summary
"Mother, Jugs & Speed",https://www.the-numbers.com/movie/Mother-Jugs-and-Speed#tab=summary
The Missouri Breaks,https://www.the-numbers.com/movie/Missouri-Breaks-The#tab=summary
Family Plot,https://www.the-numbers.com/movie/Family-Plot#tab=summary
Gator,https://www.the-numbers.com/movie/Gator#tab=summary
