domestic_box_office,international_box_office,worldwide_box_office,opening_weekend,production_budget,theater_counts,running_time,imdb_score,bb_profit,bb_profit_score,bb_score,domestic_share,international_share
108276236.3,139579300.6,247855536.9,28642627.99,66616187.4,6.51274455,113.8374636,6.597599107,181239349.5,7.102686623,34.97188064,52.58294106,47.41705894
