,0
domestic_box_office,75605492.0
international_box_office,80239000.0
worldwide_box_office,160700000.0
opening_weekend,20172474.0
production_budget,50000000.0
theater_counts,5.8
running_time,111.0
imdb_score,6.6
bb_profit,107163273.0
bb_profit_score,4.1996793059641675
bb_score,32.939775514174926
domestic_share,50.04075256150237
international_share,49.95924743849763
